Name,filters passed,NSE,BSE,Sector,epsQ,epsQ%,salesQ,salesQ%,ATPMQ,ATPQ,epsA,epsA%,ROE,DEratio
Nucleus Softwar,4,NUCLEUS,531209,computerssoftwaremediumsmall,"[3.94, 6.43, 5.03, 4.05, 3.24, 3.4, 5.81, 2.36, 5.44, 2.79]","[22.0, 89.0, -13.0, 72.0, -40.0, 22.0]","[67.45, 83.18, 67.84, 68.48, 59.54, 60.51, 62.04, 55.42, 63.15, 51.38]","[13.0, 37.0, 9.0, 24.0, -6.0, 18.0]","[19.0, 25.0, 24.0, 19.0, 18.0, 18.0, 30.0, 14.0, 28.0, 18.0]","[12.76, 20.82, 16.29, 13.13, 10.51, 11.01, 18.82, 7.65, 17.61, 9.04]","[18.76, 17.01, 11.45, 10.08, 14.13]","[10.0, 49.0, 14.0, -29.0]",15.39,[]
Oberoi Realty,4,OBEROIRLTY,533273,constructioncontractingrealestate,"[3.87, 2.38, 2.04, 3.4, 1.47, 1.73, 1.4, 3.47, 2.39, 2.35]","[163.0, 38.0, 46.0, -2.0, -38.0, -26.0]","[167.25, 216.41, 182.94, 152.14, 141.07, 157.3, 138.73, 147.99, 167.78, 178.38]","[19.0, 38.0, 32.0, 3.0, -16.0, -12.0]","[76.0, 36.0, 37.0, 73.0, 34.0, 36.0, 33.0, 77.0, 47.0, 43.0]","[126.93, 77.99, 66.88, 111.57, 48.33, 56.65, 46.08, 113.87, 78.52, 77.27]","[9.29, 8.99, 9.98, 7.77, 5.59]","[3.0, -10.0, 28.0, 39.0]",10.26,[0.04]
Odyssey Tech,4,,530175,computerssoftwaremediumsmall,"[0.29, 0.58, 1.34, 1.12, 0.24, 0.97, 0.54, -0.11, 0.4, 0.29]","[21.0, -40.0]","[2.08, 2.31, 3.8, 2.47, 1.57, 2.3, 1.85, 1.1, 1.78, 1.38]","[32.0, 0.0]","[13.0, 23.0, 31.0, 40.0, 13.0, 37.0, 26.0, -9.0, 20.0, 19.0]","[0.26, 0.52, 1.19, 1.0, 0.21, 0.86, 0.48, -0.1, 0.36, 0.26]","[3.28, 2.38, 0.96, 0.57, 1.69]","[38.0, 148.0, 68.0, -66.0]",31.66,"[0.04, 0.01, 0.02]"
Olympic Fin Ser,4,,511632,financeinvestments,"[0.13, -0.14, -0.14, -0.14, -0.11, -0.16, -0.03, -0.03, -0.03, -0.05]","[218.0, 12.0, -367.0, -367.0, -267.0, -220.0]","[0.01, 0.02, 0.01, 0.01, 0.0, 0.01, 0.03, 0.07, None, None]","[100.0, -67.0, -86.0]","[400.0, -200.0, -400.0, -500.0]","[0.04, -0.04, -0.04, -0.05, -0.04, -0.05, -0.01, -0.07, -0.01, -0.01]","[-0.53, -0.44, -0.1, -0.05, -0.07]",[],-8.84,[]
Panasonic Energ,4,LAKHNNATNL,504093,drycells,"[5.59, 4.86, 5.41, 7.11, 6.42, 3.19, 3.44, 2.39, 0.88, 0.59]","[-13.0, 52.0, 57.0, 197.0, 630.0, 441.0]","[55.46, 53.02, 58.23, 65.59, 61.18, 50.43, 63.3, 59.23, 51.13, 46.86]","[-9.0, 5.0, -8.0, 11.0, 20.0, 8.0]","[8.0, 7.0, 7.0, 8.0, 8.0, 5.0, 4.0, 3.0, 1.0, 1.0]","[4.19, 3.64, 4.06, 5.33, 4.81, 2.4, 2.58, 1.79, 0.66, 0.44]","[23.78, 9.91, 3.28, 2.41, 7.34]","[140.0, 202.0, 36.0, -67.0]",26.02,[]
Parker Agro,4,,524628,trading,"[0.47, -0.45, 0.54, -0.17, 0.96, 0.25, -1.42, -0.71, 1.94, -0.62]","[-51.0, -280.0, 138.0, 76.0, -51.0, 140.0]","[45.1, 60.21, 66.44, 119.46, 19.82, 27.23, 82.97, 86.94, 2.61, 65.26]","[128.0, 121.0, -20.0, 37.0, 659.0, -58.0]","[1.0, -0.0, 0.0, -0.0, 2.0, 0.0, -1.0, -0.0, 36.0, -0.0]","[0.23, -0.21, 0.26, -0.08, 0.46, 0.12, -0.68, -0.34, 0.93, -0.29]","[0.89, 0.64, 0.47, -0.56, -0.7]","[39.0, 36.0, 184.0, 20.0]",6.66,"[0.02, 0.03, 0.04]"
PDS Multi,4,PDSMFL,538730,textilesgeneral,"[0.01, -0.02, -0.31, -0.25, -0.41, -277.49, 11.62]","[102.0, 100.0, -103.0]","[5.69, 1.81, 1.33, 1.23, None, 2.5, 0.91]",[],"[1.0, -3.0, -61.0, -54.0]","[0.04, -0.06, -0.81, -0.66, -0.3, -1.18, 0.06]","[-0.66, -189.98, 22.52]",[],-1.79,"[0.05, 7.01]"
Pidilite Ind,4,PIDILITIND,500331,chemicals,"[4.28, 1.51, 2.41, 2.67, 3.2, 4.28, 1.51, 2.41, 2.67, 3.2]",[34.0],"[1298.36, 962.44, 1075.73, 1129.39, 1207.24, 1298.36, 962.44, 1075.73, 1129.39, 1207.24]",[8.0],"[17.0, 8.0, 12.0, 12.0, 14.0, 17.0, 8.0, 12.0, 12.0, 14.0]","[219.54, 77.22, 123.72, 136.64, 164.28, 219.54, 77.22, 123.72, 136.64, 164.28]","[9.79, 9.14, 9.04, 6.59, 6.0]","[7.0, 1.0, 37.0, 10.0]",21.36,[]
Pincon Spirit,4,,538771,breweriesdistilleries,"[5.6, 5.27, 3.62, 3.76, 3.0, 3.77, 2.07, 1.91, 2.2, 2.3]","[87.0, 40.0, 75.0, 97.0, 36.0, 64.0]","[230.9, 175.12, 148.18, 149.99, 129.27, 116.19, 92.94, 91.76, 81.68, 82.88]","[79.0, 51.0, 59.0, 63.0, 58.0, 40.0]","[2.0, 3.0, 2.0, 3.0, 2.0, 3.0, 2.0, 2.0, 2.0, 3.0]","[5.67, 5.28, 3.62, 3.77, 3.0, 3.78, 2.08, 1.91, 2.03, 2.31]","[15.65, 9.93, 8.46, 6.84, 2.8]","[58.0, 17.0, 24.0, 144.0]",28.69,"[1.58, 0.27, 0.3]"
Precision Wires,4,PRECWIRE,523539,metalsnonferrous,"[3.65, 1.64, 2.28, 2.44, 2.37, 1.34, 3.33, 4.67, 3.15, 2.57]","[54.0, 22.0, -32.0, -48.0, -25.0, -48.0]","[222.17, 207.18, 211.08, 223.83, 238.69, 248.53, 255.4, 230.52, 247.24, 248.2]","[-7.0, -17.0, -17.0, -3.0, -3.0, 0.0]","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0]","[4.22, 1.9, 2.64, 2.82, 2.74, 1.55, 3.85, 5.41, 3.64, 2.98]","[8.74, 12.49, 13.8, 12.23, 26.81]","[-30.0, -9.0, 13.0, -54.0]",-1.0,"[0.19, 0.24, 0.45]"
Prem Somani,4,,530669,financeleasinghirepurchase,"[0.03, 0.07, 0.02, None, 0.02, 0.02, 0.01, None, 0.02, 0.02]","[50.0, 250.0, 100.0]","[0.02, 0.03, 0.01, 0.04, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02]","[0.0, 50.0, -50.0, 100.0, 0.0, 0.0]","[50.0, 67.0, 100.0, 25.0, 50.0, 50.0, 50.0, 0.0, 50.0, 50.0]","[0.01, 0.02, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0, 0.01, 0.01]","[0.07, 0.06, 0.08, 0.09, 0.15]","[17.0, -25.0, -11.0, -40.0]",0.85,[]
Premier Energy,4,,533100,miscellaneous,"[0.79, 0.07, 0.24, 0.68, 0.15, 0.21, -0.04, 1.38, 0.06, 0.01]","[427.0, -67.0, 700.0, -51.0, 150.0, 2000.0]","[13.05, 6.19, 12.74, 15.26, 8.79, 9.29, 0.07, 19.56, 6.01, 3.07]","[48.0, -33.0, 18100.0, -22.0, 46.0, 203.0]","[25.0, 5.0, 8.0, 18.0, 7.0, 9.0, -214.0, 29.0, 4.0, 1.0]","[3.27, 0.28, 1.0, 2.82, 0.61, 0.86, -0.15, 5.72, 0.26, 0.03]","[1.0, 1.68, None, 0.13, 0.29]",[-40.0],-1.0,[0.07]
Radix Ind,4,,531412,miscellaneous,"[1.73, 1.21, 1.33, 0.83, 1.52, 0.38, 0.23, 0.32, 0.55, 0.28]","[14.0, 218.0, 478.0, 159.0, 176.0, 36.0]","[20.1, 21.16, 14.85, 6.96, 11.93, 8.2, 4.97, 4.3, 6.07, 4.96]","[68.0, 158.0, 199.0, 62.0, 97.0, 65.0]","[9.0, 6.0, 9.0, 12.0, 13.0, 5.0, 5.0, 7.0, 9.0, 9.0]","[1.73, 1.21, 1.33, 0.83, 1.52, 0.38, 0.23, 0.32, 0.55, 0.43]","[4.9, 1.48, 0.51, None, None]","[231.0, 190.0]",33.49,"[0.31, 0.15]"
RamkrishnaForge,4,RKFORGE,532527,castingsforgings,"[6.44, 12.6, 6.45, 6.07, 2.26, 1.82, 0.3, 0.59, 0.61, 0.19]","[185.0, 592.0, 2050.0, 929.0, 270.0, 858.0]","[229.53, 224.57, 189.37, 140.92, 112.87, 114.41, 83.51, 90.24, 99.75, 90.89]","[103.0, 96.0, 127.0, 56.0, 13.0, 26.0]","[8.0, 15.0, 9.0, 12.0, 5.0, 4.0, 1.0, 2.0, 2.0, 0.0]","[17.7, 34.6, 17.72, 16.51, 5.9, 4.7, 0.76, 1.47, 1.52, 0.38]","[27.61, 3.34, 5.89, 13.61, 13.43]","[727.0, -43.0, -57.0, 1.0]",18.44,"[1.7, 1.49, 0.95]"
Rane Engine,4,RANEENGINE,532988,autoancillaries,"[22.46, 40.27, -6.19, -0.55, -0.21, 4.8, -0.55, -0.95, -59.78, -6.42]","[10795.0, 739.0, -1025.0, 42.0, 100.0, 175.0]","[84.94, 191.31, 58.78, 67.44, 70.04, 70.79, 63.24, 64.11, 61.01, 63.91]","[21.0, 170.0, -7.0, 5.0, 15.0, 11.0]","[18.0, 14.0, -5.0, -0.0, -0.0, 3.0, -0.0, -1.0, -50.0, -5.0]","[15.09, 27.05, -3.19, -0.28, -0.11, 2.47, -0.28, -0.49, -30.79, -3.31]","[34.94, -56.48, -24.47, 40.32, 20.97]","[162.0, -131.0, -161.0, 92.0]",20.61,"[1.04, 1.6, 0.96]"
Rap Media,4,,531583,financeinvestments,"[4.05, -0.97, 0.19, 0.21, 0.18, -0.65, 0.08, 0.15, 0.27, -0.94]","[2150.0, -49.0, 138.0, 40.0, -33.0, 31.0]","[2.71, 0.46, 0.46, 0.46, 0.46, 0.46, 0.46, 0.46, 0.46, 0.46]","[489.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[88.0, -124.0, 24.0, 26.0, 22.0, -83.0, 9.0, 20.0, 35.0, -120.0]","[2.38, -0.57, 0.11, 0.12, 0.1, -0.38, 0.04, 0.09, 0.16, -0.55]","[-0.39, -0.19, -0.14, 0.33, 0.73]",[],-1.0,[]
Rasoi,4,,507649,vanaspatioils,"[4.73, 11.52, 2.5, 18.09, -10.36, 5.33, 3.38, 0.68, -8.4, 9.26]","[146.0, 116.0, -26.0, 2560.0, -23.0, -42.0]","[2.21, 3.35, 2.08, 19.47, 36.64, 36.55, 32.88, 38.0, 39.86, 29.32]","[-94.0, -91.0, -94.0, -49.0, -8.0, 25.0]","[41.0, 67.0, 23.0, 18.0, -5.0, 3.0, 2.0, 0.0, -4.0, 6.0]","[0.91, 2.23, 0.48, 3.5, -2.0, 1.03, 0.65, 0.13, -1.62, 1.79]","[21.76, 0.99, 19.47, 29.98, 47.7]","[2098.0, -95.0, -35.0, -37.0]",3.8,[]
Refnol Resin,4,,530815,chemicals,"[0.72, -0.99, -0.21, -0.06, -0.14, -3.21, -0.73, -0.86, -1.18, -2.31]","[614.0, 69.0, 71.0, 93.0, 88.0, -39.0]","[6.07, 5.25, 4.87, 5.41, 4.76, 3.85, 4.16, 3.89, 3.81, 4.32]","[28.0, 36.0, 17.0, 39.0, 25.0, -11.0]","[4.0, -6.0, -1.0, -0.0, -1.0, -26.0, -6.0, -7.0, -10.0, -16.0]","[0.22, -0.31, -0.06, -0.02, -0.04, -0.99, -0.23, -0.27, -0.37, -0.71]","[-1.4, -5.98, -3.25, -7.24, 0.05]",[],-1.0,"[2.79, 1.39, 21.7]"
Revathi CP,4,REVATHI,505368,compressors,"[15.04, 18.3, -10.82, -6.68, -5.26, -35.0, -21.94, -7.05, -5.11, 16.88]","[386.0, 152.0, 51.0, 5.0, -3.0, -307.0]","[34.22, 44.12, 9.63, 10.67, 11.64, 30.51, 13.38, 15.64, 16.68, 33.24]","[194.0, 45.0, -28.0, -32.0, -30.0, -8.0]","[13.0, 13.0, -34.0, -19.0, -14.0, -35.0, -50.0, -14.0, -9.0, 16.0]","[4.61, 5.61, -3.32, -2.05, -1.61, -10.74, -6.73, -2.16, -1.57, 5.18]","[-69.1, -10.18, -1.48, 36.55, None]",[],-17.8,"[0.63, 0.57, 0.6]"
Riba Textiles,4,,531952,textileshosieryknitwear,"[0.5, -0.15, 0.28, 0.32, 0.25, -0.42, 0.2, 0.67, 0.36, 0.04]","[100.0, 64.0, 40.0, -52.0, -31.0, -1150.0]","[27.19, 32.27, 20.42, 31.51, 20.3, 25.45, 18.77, 23.44, 15.55, 21.87]","[34.0, 27.0, 9.0, 34.0, 31.0, 16.0]","[2.0, -0.0, 1.0, 1.0, 1.0, -2.0, 1.0, 3.0, 2.0, 0.0]","[0.48, -0.14, 0.27, 0.31, 0.24, -0.4, 0.19, 0.64, 0.35, 0.04]","[0.71, 0.81, 0.75, None, None]","[-12.0, 8.0]",1.81,"[0.68, 0.5, 0.64]"
Rico Auto,4,RICOAUTO,520008,autoancillaries,"[0.38, -0.35, 13.26, -0.16, -0.05, 0.09, 0.29, 0.03, -0.21, 0.64]","[860.0, -489.0, 4472.0, -633.0, 76.0, -86.0]","[209.52, 188.98, 201.61, 215.61, 195.48, 194.52, 220.25, 230.09, 256.39, 261.8]","[7.0, -3.0, -8.0, -6.0, -24.0, -26.0]","[2.0, -3.0, 89.0, -1.0, -0.0, 1.0, 2.0, 0.0, -1.0, 3.0]","[5.14, -4.77, 179.43, -2.06, -0.73, 1.17, 3.94, 0.34, -2.82, 8.67]","[12.7, 0.19, 0.75, -0.29, 2.03]","[6584.0, -75.0, 359.0, -114.0]",38.84,"[0.65, 1.02, 1.11]"
Ricoh India,4,,517496,computershardware,"[0.1, 10.43, 2.65, -0.71, -3.85, 3.58, -0.05, 0.01, 0.8, 15.4]","[103.0, 191.0, 5400.0, -7200.0, -581.0, -77.0]","[442.86, 627.88, 409.02, 373.83, 226.29, 353.61, 226.79, 296.23, 171.09, 239.19]","[96.0, 78.0, 80.0, 26.0, 32.0, 48.0]","[0.0, 7.0, 3.0, -1.0, -7.0, 4.0, -0.0, 0.0, 2.0, 26.0]","[0.41, 41.48, 10.55, -2.83, -15.3, 14.23, -0.21, 0.03, 3.18, 61.23]","[8.52, 4.33, -0.33, -1.18, 4.12]","[97.0, 1412.0, 72.0, -129.0]",-1.0,"[4.16, 2.56, 2.08]"
RPP Infra Proj,4,RPPINFRA,533284,constructioncontractingcivil,"[2.02, 2.53, 1.92, 2.05, 1.14, 0.34, 0.66, 2.58, 1.43, 2.34]","[77.0, 644.0, 191.0, -21.0, -20.0, -85.0]","[84.88, 83.42, 74.37, 60.25, 45.1, 49.4, 61.66, 58.76, 63.1, 65.51]","[88.0, 69.0, 21.0, 3.0, -29.0, -25.0]","[5.0, 7.0, 6.0, 8.0, 6.0, 2.0, 2.0, 10.0, 5.0, 8.0]","[4.57, 5.72, 4.33, 4.63, 2.58, 0.76, 1.5, 5.82, 3.23, 5.29]","[7.64, 5.01, 4.8, 6.01, 7.31]","[52.0, 4.0, -20.0, -18.0]",12.71,"[0.59, 0.68, 0.83]"
RTS Power Corp,4,,531215,electricequipment,"[2.81, 0.91, 0.5, 0.01, -0.65, 4.43, 0.27, -2.12, -2.43, 0.13]","[532.0, -79.0, 85.0, 100.0, 73.0, 3308.0]","[53.08, 55.04, 41.38, 35.01, 35.71, 48.15, 32.78, 35.82, 22.38, 27.82]","[49.0, 14.0, 26.0, -2.0, 60.0, 73.0]","[4.0, 1.0, 1.0, 0.0, -1.0, 8.0, 1.0, -5.0, -9.0, 0.0]","[2.29, 0.75, 0.41, 0.01, -0.53, 3.62, 0.22, -1.73, -1.99, 0.11]","[0.77, 0.14, -2.57, 1.17, 2.69]","[450.0, 105.0, -320.0, -57.0]",1.41,"[0.92, 1.08, 0.81]"
SAB Industries,4,,539112,constructioncontractingcivil,"[1.5, 2.1, -0.53, -0.52, -0.31, -1.51, -0.76, None, 2.9, 4.27]","[584.0, 239.0, 30.0]","[10.0, 12.23, 2.55, 0.23, 0.26, 1.2, 0.27, 0.85, 7.73, 11.4]","[3746.0, 919.0, 844.0, -73.0, -97.0, -89.0]","[20.0, 27.0, -34.0, -361.0, -181.0, -194.0, -437.0, -80.0, 59.0, 56.0]","[2.03, 3.28, -0.86, -0.83, -0.47, -2.33, -1.18, -0.68, 4.56, 6.4]","[0.74, 0.26, 11.38, 0.71, 0.54]","[185.0, -98.0, 1503.0, 31.0]",2.26,"[0.39, 0.4, 0.73]"
Saint-Gobain,4,,515043,glassglassproducts,"[0.29, 0.14, 0.32, 0.11, 0.02, -0.04, 0.04, 0.02, -0.15, 0.12]","[164.0, 600.0, 700.0, 450.0, 113.0, -133.0]","[36.65, 32.75, 36.05, 29.89, 27.45, 24.47, 25.2, 26.38, 27.85, 26.72]","[23.0, 19.0, 43.0, 13.0, -1.0, -8.0]","[7.0, 4.0, 8.0, 3.0, 1.0, -1.0, 1.0, 1.0, -5.0, 4.0]","[2.61, 1.24, 2.88, 1.0, 0.21, -0.35, 0.34, 0.2, -1.33, 1.1]","[0.74, 0.05, 0.07, 0.75, 1.1]","[1380.0, -29.0, -91.0, -32.0]",8.42,[]
