Name,filters passed,NSE,BSE,Sector,epsQ,epsQ%,salesQ,salesQ%,ATPMQ,ATPQ,epsA,epsA%
Milk Partners,2,,519335,foodprocessing,"['0.03', '0.01', '0.01', '0.10', '0.03', '-0.04', '-0.05', '-0.05', '-0.04', '-0.06']","[0.0, 125.0, 120.0, 300.00000000000006, 175.00000000000003, 33.33333333333333]","['64.83', '38.84', '12.35', '15.26', '14.29', '3.15', '3.06', '3.14', '3.08', '3.06']","[66.91555097837279, 214.4939271255061, -19.0694626474443, 6.787963610916729, 353.6507936507936, 2.9411764705882306, -2.5477707006369448, 1.9480519480519498, 0.6535947712418306]","[0.00046274872744099955, 0.00025746652935118434, 0.0, 0.005242463958060288, 0.002799160251924423, -0.015873015873015876, -0.0196078431372549, -0.01910828025477707, -0.016233766233766236, -0.022875816993464054]","['0.03', '0.01', '0.00', '0.08', '0.04', '-0.05', '-0.06', '-0.06', '-0.05', '-0.07']","['0.01', '-0.21', '0.03', '-0.11', '-0.15']","[104.76190476190477, -800.0, 127.2727272727273, 26.666666666666668]"
Mirza Intl,2,MIRZAINT,526642,leatherproducts,"['1.94', '1.33', '1.68', '1.46', '1.05', '0.87', '1.17', '1.79', '0.85', '1.21']","[84.76190476190474, 52.87356321839082, 43.5897435897436, -18.435754189944138, 23.52941176470589, -28.09917355371901]","['249.58', '217.66', '229.54', '259.68', '211.46', '169.49', '172.53', '201.42', '157.27', '157.82']","[14.665073968574848, -5.175568528361068, -11.606592729513252, 22.803367067057597, 24.76252286270576, -1.7620124036399418, -14.343163538873988, 28.0727411458002, -0.3484982891902059]","[0.07220129818094398, 0.05669392630708445, 0.0676570532369086, 0.05214109673444239, 0.046108010971342095, 0.047318425865832785, 0.06306149655132441, 0.08261344454373946, 0.049850575443504797, 0.07077683436826765]","['18.02', '12.34', '15.53', '13.54', '9.75', '8.02', '10.88', '16.64', '7.84', '11.17']","['5.52', '4.68', '4.69', '3.26', '3.83']","[17.948717948717945, -0.21321961620470523, 43.86503067484664, -14.882506527415151]"
MK Exim,2,,538890,textilesprocessing,"['0.13', '0.22', '0.10', '0.17', '0.21', '-0.20', '0.11', '0.11', '0.15', '-0.20']","[-38.095238095238095, 210.0, -9.090909090909086, 54.545454545454554, 40.0, 0.0]","['4.72', '18.15', '15.38', '8.77', '5.43', '13.10', '8.70', '2.76', '3.09', '6.42']","[-73.99449035812673, 18.010403120936267, 75.37058152793617, 61.51012891344383, -58.54961832061068, 50.57471264367817, 215.2173913043478, -10.67961165048544, -51.86915887850467]","[0.019067796610169493, 0.00881542699724518, 0.004551365409622887, 0.013683010262257697, 0.027624309392265192, -0.02519083969465649, 0.00574712643678161, 0.01811594202898551, 0.03559870550161812, -0.012461059190031152]","['0.09', '0.16', '0.07', '0.12', '0.15', '-0.33', '0.05', '0.05', '0.11', '-0.08']","['0.71', '0.15', '0.11', '0.33', '-0.47']","[373.3333333333333, 36.36363636363636, -66.66666666666667, 170.21276595744683]"
Modex Intl Sec,2,,537092,financegeneral,"['0.33', '0.40', '0.32', '0.03', '0.02', '--', '--', '--', '--', '--']",[1550.0],"['1.61', '2.51', '1.48', '1.29', '1.60', '2.30', '1.49', '1.95', '1.10', '1.36']","[-35.85657370517927, 69.59459459459458, 14.728682170542632, -19.375000000000004, -30.43478260869564, 54.362416107382536, -23.589743589743588, 77.27272727272727, -19.11764705882353]","[0.062111801242236024, 0.04780876494023904, 0.06081081081081081, 0.007751937984496124, 0.0, -0.013043478260869566, -0.006711409395973154, 0.10769230769230768, -0.8181818181818181, -0.05147058823529412]","['0.10', '0.12', '0.09', '0.01', '0.00', '-0.03', '-0.01', '0.21', '-0.90', '-0.07']","['0.76', '--', '0.11', '0.07']",[]
Mohit Ind,2,MOHITIND,531453,textilesprocessing,"['1.11', '-0.47', '0.08', '0.70', '0.70', '0.79', '0.04', '0.04', '0.65', '-0.54']","[58.5714285714286, -159.49367088607593, 100.0, 1649.9999999999995, 7.692307692307682, 246.29629629629628]","['48.06', '57.40', '57.86', '66.45', '65.09', '62.85', '55.29', '54.53', '52.43', '55.58']","[-16.271777003484313, -0.7950224680262719, -12.927012791572615, 2.0894146566292817, 3.564041368337314, 13.673358654367881, 1.393728222996512, 4.0053404539385875, -5.667506297229217]","[0.03266749895963379, -0.011672473867595819, 0.0019011406844106464, 0.014898419864559819, 0.015363343063450606, 0.017979315831344468, 0.0010851871947911015, 0.0011003117549972493, 0.017737936296013734, -0.013853904282115869]","['1.57', '-0.67', '0.11', '0.99', '1.00', '1.13', '0.06', '0.06', '0.93', '-0.77']","['1.00', '1.54', '0.47', '1.86', '2.37']","[-35.064935064935064, 227.6595744680851, -74.73118279569893, -21.51898734177215]"
Moneshi Ind,2,,519417,foodprocessing,"['--', '--', '--', '--', '--', '--', '--', '--', '--', '--']",[],"['0.05', '0.01', '0.06', '0.07', '0.07', '0.07', '0.07', '0.07', '0.06', '0.06']","[400.0, -83.33333333333333, -14.285714285714295, 0.0, 0.0, 0.0, 0.0, 16.666666666666682, 0.0]","[0.0, -5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['0.00', '-0.05', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00']","['--', '--', '--', '--', '--']",[]
Moongipa Capita,2,,530167,financeinvestments,"['0.02', '-0.11', '0.02', '0.15', '-0.18', '0.01', '0.01', '0.01', '-0.04', '-0.05']",[],"['0.15', '0.11', '0.16', '0.18', '0.08', '0.12', '0.13', '0.11', '0.15', '0.12']","[36.36363636363636, -31.25, -11.111111111111107, 124.99999999999997, -33.33333333333333, -7.692307692307699, 18.181818181818183, -26.666666666666668, 25.0]","[0.06666666666666667, -0.2727272727272727, 0.0625, 0.2777777777777778, -0.625, 0.0, 0.0, 0.0, -0.06666666666666667, -0.08333333333333334]","['0.01', '-0.03', '0.01', '0.05', '-0.05', '0.00', '0.00', '0.00', '-0.01', '-0.01']","['0.10', '-0.15', '-0.01', '0.02', '0.04']","[166.66666666666669, -1399.9999999999998, -150.0, -50.0]"
Morarka Finance,2,,511549,financeinvestments,"['0.04', '-0.11', '-0.01', '-0.01', '0.01', '--', '-0.39', '-0.09', '-0.06', '-0.07']",[],"['0.11', '0.04', '0.04', '0.04', '0.04', '0.04', '0.01', '0.00', '0.00', '0.00']","[175.00000000000003, 0.0, 0.0, 0.0, 0.0, 300.0]","[0.18181818181818182, -1.25, -0.25, -0.25, 0.25, 0.0, -17.0]","['0.02', '-0.05', '-0.01', '-0.01', '0.01', '0.00', '-0.17', '-0.04', '-0.03', '-0.03']","['-0.47', '-0.32', '-0.22', '0.94', '--']",[]
Morepen Lab,2,MOREPENLAB,500288,pharmaceuticals,"['0.05', '-0.09', '0.06', '--', '0.02', '-0.08', '-0.05', '-0.03', '-0.05', '-0.09']","[150.0, -12.499999999999993, 219.99999999999997]","['99.28', '82.59', '98.16', '87.40', '86.44', '85.03', '85.67', '72.88', '78.48', '78.79']","[20.20825765831214, -15.861858190709041, 12.311212814645298, 1.1105969458584082, 1.6582382688462856, -0.747052643865998, 17.54939626783755, -7.135575942915404, -0.39345094555146876]","[0.025181305398871878, -0.04504177261169633, 0.03015484922575387, 0.003546910755148741, 0.01191577973160574, -0.04033870398682818, -0.023578849072020545, -0.01756311745334797, 0.007262996941896024, -0.05051402462241401]","['2.50', '-3.72', '2.96', '0.31', '1.03', '-3.43', '-2.02', '-1.28', '0.57', '-3.98']","['--', '-0.21', '-0.56', '-0.82', '-0.96']",[]
Motherson Sumi,2,MOTHERSUMI,517334,autoancillaries,"['1.80', '1.66', '1.29', '1.64', '1.25', '2.41', '1.40', '2.01', '1.37', '3.05']","[44.00000000000001, -31.120331950207476, -7.857142857142849, -18.40796019900497, -8.759124087591248, -20.98360655737704]","['1215.94', '1252.41', '1219.32', '1246.74', '1201.36', '1223.26', '1086.19', '1101.56', '1062.76', '1208.21']","[-2.911985691586623, 2.7138076960929163, -2.199335867943603, 3.7773856296197734, -1.7902980560142643, 12.619339157974196, -1.395293946766394, 3.650871316195562, -12.038470133503285]","[0.13045873974044772, 0.11668702741115128, 0.09332250762720205, 0.1159584195582078, 0.0918625557701272, 0.17370796069519154, 0.11385669173901435, 0.1072751370783253, 0.07602845421355715, 0.14830203358687646]","['158.63', '146.14', '113.79', '144.57', '110.36', '212.49', '123.67', '118.17', '80.80', '179.18']","['5.84', '6.07', '7.99', '8.09', '7.45']","[-3.789126853377272, -24.030037546933666, -1.2360939431396742, 8.590604026845632]"
Mount Everest,2,,531096,foodprocessing,"['0.11', '0.10', '0.47', '0.28', '0.06', '0.24', '0.12', '0.01', '0.02', '0.10']","[83.33333333333334, -58.33333333333333, 291.66666666666663, 2700.0, 199.99999999999994, 139.99999999999997]","['6.29', '6.64', '6.43', '6.71', '5.90', '5.96', '6.73', '6.11', '5.31', '5.48']","[-5.271084337349392, 3.2659409020217725, -4.172876304023849, 13.728813559322026, -1.0067114093959666, -11.441307578008923, 10.147299509001638, 15.065913370998132, -3.1021897810219126]","[0.05723370429252782, 0.0496987951807229, 0.25038880248833595, 0.14307004470938897, 0.037288135593220334, 0.13758389261744966, 0.05943536404160475, 0.006546644844517184, 0.015065913370998118, 0.06204379562043796]","['0.36', '0.33', '1.61', '0.96', '0.22', '0.82', '0.40', '0.04', '0.08', '0.34']","['0.70', '0.16', '-0.48', '-3.48', '--']","[337.49999999999994, 133.33333333333334, 86.20689655172414]"
Mount Shivalik,2,,507522,breweriesdistilleries,"['8.41', '-4.11', '-5.54', '-5.69', '-5.72', '-4.02', '-5.09', '-3.95', '-0.84', '-4.15']","[247.02797202797206, -2.2388059701492726, -8.840864440078589, -44.050632911392405, -580.952380952381, 3.132530120481946]","['1.56', '1.81', '4.19', '4.69', '11.73', '14.41', '9.31', '8.42', '27.55', '15.68']","[-13.812154696132598, -56.801909307875896, -10.660980810234541, -60.01705029838021, -18.598195697432338, 54.7798066595059, 10.57007125890737, -69.43738656987296, 75.70153061224491]","[3.2628205128205128, -1.3756906077348068, -0.7995226730310262, -0.7334754797441364, -0.2949701619778346, -0.16863289382373353, -0.3308270676691729, -0.2838479809976247, -0.018511796733212342, -0.1600765306122449]","['5.09', '-2.49', '-3.35', '-3.44', '-3.46', '-2.43', '-3.08', '-2.39', '-0.51', '-2.51']","['-6.93', '-18.90', '-11.74', '-9.77', '--']",[]
MRF,2,MRF,500290,tyres,"['1053.53', '784.28', '762.78', '747.24', '542.82', '402.87', '424.17', '434.08', '535.89', '496.58']","[94.08459526178105, 94.67321964901828, 79.82884220949147, 72.14338370807225, 1.2931758383250413, -18.87107817471505]","['3535.99', '3310.61', '3351.68', '3359.91', '3335.30', '3297.40', '3197.12', '3145.70', '3048.85', '2904.77']","[6.8078088328132775, -1.2253556425434322, -0.24494703727183223, 0.7378646598506783, 1.1493904288227115, 3.1365729156240683, 1.6346123279397298, 3.1766075733473245, 4.960117324263192]","[0.12636065147243064, 0.10047091019479794, 0.09652174431926676, 0.09432097883574264, 0.06902527508769825, 0.05181961545460059, 0.05626626463817436, 0.058524334806243444, 0.07454614034800007, 0.07250487990443306]","['446.81', '332.62', '323.51', '316.91', '230.22', '170.87', '179.89', '184.10', '227.28', '210.61']","['2117.09', '1891.49', '1349.52', '1460.50', '--']","[11.927105086466232, 40.16020510996503, -7.598767545361179]"
MRPL,2,MRPL,500109,refineries,"['2.32', '6.67', '-10.81', '-5.43', '-0.21', '6.09', '-1.41', '1.35', '-2.59', '-0.35']","[1204.7619047619048, 9.523809523809526, -666.6666666666667, -502.2222222222221, 91.8918918918919, 1839.9999999999998]","['11313.11', '11092.79', '14711.85', '15911.34', '15741.39', '19127.51', '18654.73', '18762.33', '15265.91', '18579.51']","[1.9861549709315665, -24.599625471983465, -7.538585687943314, 1.0796378210564679, -17.702879256108083, 2.534370639510724, -0.5734895399452102, 22.903449581453067, -17.834700699856988]","[0.035878728307247074, 0.10544687134616268, -0.12876422747649002, -0.0597982319528085, -0.0022933171721175832, 0.05578561976964069, -0.013277061635306436, 0.012566136508631923, -0.029736189981468514, -0.003331627152707472]","['405.90', '1169.70', '-1894.36', '-951.47', '-36.10', '1067.04', '-247.68', '235.77', '-453.95', '-61.90']","['-9.77', '3.43', '-4.32', '5.18', '6.71']",[]
Mudit Finlease,2,,531919,financeinvestments,"['0.40', '0.09', '0.23', '0.20', '0.84', '0.18', '-0.36', '0.23', '-0.29', '-0.04']",[],"['6.37', '6.34', '5.15', '5.49', '5.21', '4.66', '7.41', '5.97', '10.11', '16.65']","[0.4731861198738209, 23.106796116504842, -6.193078324225863, 5.374280230326301, 11.802575107296134, -37.11201079622132, 24.120603015075385, -40.94955489614243, -39.27927927927928]","[0.031397174254317116, 0.007886435331230285, 0.023300970873786405, 0.018214936247723135, 0.08253358925143954, 0.01931330472103004, -0.024291497975708502, 0.020100502512562814, -0.01483679525222552, -0.0012012012012012014]","['0.20', '0.05', '0.12', '0.10', '0.43', '0.09', '-0.18', '0.12', '-0.15', '-0.02']","['0.89', '-0.16', '-0.73', '0.03', '--']","[656.25, 78.0821917808219, -2533.3333333333335]"
Multibase India,2,,526169,plastics,"['1.70', '1.53', '1.76', '1.24', '1.20', '1.28', '1.14', '0.72', '0.89', '1.00']","[41.66666666666667, 19.53125, 54.38596491228071, 72.22222222222223, 34.83146067415729, 28.000000000000004]","['15.77', '15.78', '16.10', '14.69', '14.53', '14.95', '13.03', '14.32', '11.67', '12.17']","[-0.06337135614702019, -1.9875776397515654, 9.59836623553439, 1.1011699931176886, -2.809364548494983, 14.735226400613968, -9.008379888268163, 22.707797772065128, -4.108463434675431]","[0.13633481293595434, 0.12230671736375158, 0.13788819875776398, 0.10619469026548674, 0.10392291810048176, 0.1076923076923077, 0.11051419800460476, 0.06354748603351955, 0.09597257926306771, 0.10353327855382087]","['2.15', '1.93', '2.22', '1.56', '1.51', '1.61', '1.44', '0.91', '1.12', '1.26']","['4.02', '4.02', '3.56', '1.74', '2.31']","[0.0, 12.921348314606728, 104.59770114942528, -24.675324675324678]"
Murudeshwar Cer,2,MURUDCERA,515037,ceramicsgranite,"['0.05', '0.28', '0.06', '0.04', '0.04', '0.06', '0.07', '0.11', '0.07', '0.12']","[25.000000000000007, 366.66666666666674, -14.285714285714295, -63.63636363636365, -42.85714285714286, -50.0]","['25.96', '40.98', '32.94', '32.10', '32.06', '40.57', '33.34', '35.90', '35.23', '36.76']","[-36.652025378233276, 24.408014571948996, 2.6168224299065304, 0.12476606363068979, -20.97609070741927, 21.6856628674265, -7.130919220055697, 1.9017882486517221, -4.162132752992386]","[0.007318952234206471, 0.02855051244509517, 0.006982392228293869, 0.00529595015576324, 0.004990642545227698, 0.005669213704707913, 0.009298140371925613, 0.010863509749303621, 0.00709622480840193, 0.012513601741022852]","['0.19', '1.17', '0.23', '0.17', '0.16', '0.23', '0.31', '0.39', '0.25', '0.46']","['0.42', '0.29', '0.22', '0.57', '1.51']","[44.827586206896555, 31.818181818181806, -61.40350877192983, -62.25165562913908]"
Nalin Leasing,2,,531212,financeleasinghirepurchase,"['--', '--', '0.34', '1.50', '--', '--', '--', '--', '--', '--']",[],"['0.92', '0.70', '0.38', '0.84', '1.04', '0.64', '0.18', '1.21', '1.10', '0.72']","[31.428571428571445, 84.21052631578945, -54.76190476190476, -19.230769230769237, 62.5, 255.55555555555557, -85.12396694214877, 9.999999999999988, 52.7777777777778]","[0.7717391304347825, -0.08571428571428572, 0.2894736842105263, 0.5833333333333334, 0.5865384615384615, -0.328125, -1.1111111111111112, 0.5537190082644629, 0.6272727272727272, -0.4444444444444445]","['0.71', '-0.06', '0.11', '0.49', '0.61', '-0.21', '-0.20', '0.67', '0.69', '-0.32']","['--', '--', '--', '--', '--']",[]
Nandan Auto,2,,526349,miscellaneous,"['1.31', '--', '--', '--', '-0.01', '--', '--', '--', '0.91', '0.91']",[13200.0],"['4.00', '0.01', '--', '0.00', '0.01', '0.00', '--', '0.03', '0.03', '0.02']",[39900.0],"[0.11, -15.0]","['0.44', '-0.15', '-0.01', '0.00', '0.00', '-0.03', '-0.01', '0.01', '0.02', '0.01']","['--', '--', '0.91', '--', '--']",[]
Narbada Gems,2,,519455,miscellaneous,"['0.47', '0.29', '0.28', '0.17', '0.03', '0.21', '0.73', '0.04', '-0.17', '0.32']","[1466.6666666666665, 38.095238095238095, -61.643835616438345, 325.0, 117.64705882352942, -34.37500000000001]","['4.38', '4.45', '5.22', '3.13', '3.61', '1.93', '9.79', '1.47', '2.96', '3.62']","[-1.5730337078651748, -14.75095785440612, 66.77316293929712, -13.29639889196676, 87.04663212435233, -80.28600612870275, 565.986394557823, -50.33783783783784, -18.232044198895032]","[0.05936073059360731, 0.03595505617977528, 0.028735632183908046, 0.02875399361022364, 0.00554016620498615, 0.05699481865284974, 0.03983656792645557, 0.01360544217687075, -0.030405405405405404, 0.046961325966850834]","['0.26', '0.16', '0.15', '0.09', '0.02', '0.11', '0.39', '0.02', '-0.09', '0.17']","['0.77', '0.81', '0.75', '0.91', '0.30']","[-4.938271604938276, 8.000000000000007, -17.582417582417587, 203.33333333333337]"
Nath Bio-Genes,2,NATHBIOGEN,537291,pharmaceuticals,"['15.02', '-4.02', '0.35', '0.83', '18.88', '-2.56', '2.13', '1.31', '14.31', '0.71']","[-20.444915254237287, -57.03124999999998, -83.56807511737088, -36.641221374045806, 31.93570929419985, -460.5633802816902]","['106.55', '9.46', '26.33', '30.06', '119.47', '40.37', '26.24', '19.50', '103.32', '23.24']","[1026.321353065539, -64.07140144322065, -12.408516300731872, -74.83887168326775, 195.93757740896706, 53.849085365853654, 34.564102564102555, -81.12659698025551, 344.5783132530121]","[0.22562177381511028, -0.6871035940803382, 0.02164830991264717, 0.03359946773120426, 0.2528668284925086, -0.10156056477582363, 0.12957317073170732, 0.1076923076923077, 0.22173828881145957, 0.04862306368330464]","['24.04', '-6.50', '0.57', '1.01', '30.21', '-4.10', '3.40', '2.10', '22.91', '1.13']","['15.85', '15.19', '7.34', '7.34']","[4.344963791968402, 106.9482288828338, 0.0]"
Navneet,2,NAVNETEDUL,508989,printingstationery,"['4.13', '0.66', '0.50', '0.50', '3.77', '0.68', '0.52', '0.57', '2.98', '0.56']","[9.549071618037132, -2.9411764705882377, -3.8461538461538494, -12.280701754385957, 26.51006711409396, 21.428571428571423]","['516.09', '183.13', '134.31', '147.67', '493.65', '188.27', '132.60', '143.83', '395.37', '165.18']","[181.8161961448152, 36.34874543965452, -9.047199837475443, -70.08609338600223, 162.20321878153715, 41.98340874811464, -7.807828686643966, -63.621417912335275, 139.3570650199782]","[0.19064504253134143, 0.08545841751761045, 0.0881542699724518, 0.08092368118101172, 0.18201154664235794, 0.08641844159983002, 0.0933634992458522, 0.09399986094695124, 0.179603915319827, 0.08051822254510231]","['98.39', '15.65', '11.84', '11.95', '89.85', '16.27', '12.38', '13.52', '71.01', '13.30']","['4.43', '4.75', '4.66', '3.51', '3.26']","[-6.736842105263163, 1.9313304721030013, 32.76353276353278, 7.668711656441718]"
NCC,2,NCC,500294,constructioncontractingcivil,"['0.74', '0.91', '0.86', '0.86', '-0.12', '1.25', '-0.28', '0.20', '0.41', '1.06']","[716.6666666666667, -27.199999999999996, 407.1428571428571, 329.99999999999994, -129.26829268292684, 17.924528301886784]","['1697.92', '2205.22', '2351.30', '2245.74', '1489.58', '1913.23', '1488.59', '1329.17', '1379.22', '1678.27']","[-23.004507486781353, -6.212733381533635, 4.700455083847658, 50.76330240739, -22.143181948850902, 28.52632356794014, 11.993951112348295, -3.6288626905062245, -17.818944508332983]","[0.02427087259705993, 0.02298183401202601, 0.017870964998086165, 0.009849759990025561, -0.0020341304260261283, 0.016767456082122902, -0.004883816228780255, 0.003889645417817134, 0.007634750076129986, 0.016195248678698898]","['41.21', '50.68', '42.02', '22.12', '-3.03', '32.08', '-7.27', '5.17', '10.53', '27.18']","['2.56', '1.58', '2.44', '1.40', '6.37']","[62.0253164556962, -35.245901639344254, 74.28571428571429, -78.02197802197803]"
